catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,ctrl,2040,125,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,ctrl,2050,100,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,lower,2025,222.2222222222222,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,upper,2025,181.8181818181818,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,lower,2050,111.1111111111111,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Energy/technical data,Space requirement [1000 m2/MW_e],1000 m2/MW_e,upper,2050,90.9090909090909,E,,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2025,2.780229479258605,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,2.3931344873524045,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2035,2.248224304630978,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2040,2.1405660919676865,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,1.9856929919992503,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,lower,2025,2.502206531332745,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,upper,2025,3.0582524271844664,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,lower,2050,1.290700444799513,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,upper,2050,2.680685539198988,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,ctrl,2025,0.176522506619594,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,0.16835206001619485,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,ctrl,2035,0.1655881796724551,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,ctrl,2040,0.16385985933636796,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,0.16158975444542134,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,lower,2025,0.15887025595763463,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,upper,2025,0.19417475728155342,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,lower,2050,0.10503334038952387,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (project development etc.) [MEUR/MW_e],MEUR/MW_e,upper,2050,0.21814616850131882,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,ctrl,2025,1.1915269196822595,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,0.9306086579232158,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,ctrl,2035,0.8536399027465155,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,ctrl,2040,0.8081844092939825,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,0.7514723976741057,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,lower,2025,1.0723742277140336,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,upper,2025,1.3106796116504855,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,lower,2050,0.4884570584881687,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (turbines) [MEUR/MW_e],MEUR/MW_e,upper,2050,1.0144877368600427,"A, F",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,ctrl,2025,0.529567519858782,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,0.4136038479658737,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,ctrl,2035,0.3793955123317847,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,ctrl,2040,0.3591930707973256,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,0.33398773229960255,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,lower,2025,0.47661076787290385,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,upper,2025,0.5825242718446603,"A, ",,1.0,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,21 Offshore Wind AC Fixed,Offshore Wind - AC connected - Fixed bottom,Financial data,Nominal investment (foundation) [MEUR/MW_e],MEUR/MW_e,lower,2050,0.21709202599474167,"A, ",,1.0,
