catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,N2O [g/GJ_i],g/GJ_i,upper,2050,1.0,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,ctrl,2015,0.3,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,ctrl,2020,0.3,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,ctrl,2030,0.3,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,ctrl,2050,0.3,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,lower,2020,0.1,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,upper,2020,2.0,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,lower,2050,0.1,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Environment,Particles [g/GJ_i],g/GJ_i,upper,2050,1.0,J,N2O is expected to be related primarily to the use of SNCR using urea injection. This is why little N2O is expected when the SCR-deNOx technology is used (indicated by very low NOx-level).,2,"Emission factors of 2006: 102 g/GJ NOx, <8,3 g/GJ for SO2, <0,34 g/GJ for CH4, 1,2 g/GJ for N2O, cf.
 Nielsen, M., Nielsen, O.-K. & Thomsen, M. 2010: Emissions from decentralised CHP plants
 2007 - Energinet.dk Environmental project no. 07/1882. Project report 5 - Emission factors and
 emission inventory for decentralised CHP production. National Environmental Research Institute,
 Aarhus University. 113 pp. - NERI Technical report No. 786.
 http://www.dmu.dk/Pub/FR786.pdf"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2015,11.324919446700001,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2020,11.048442540020002,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,10.56992481692,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,9.32577873686,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,lower,2020,9.389581099940001,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,upper,2020,12.983780886780002,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,lower,2050,6.79495166802,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (*total) [MEUR/MW_e],MEUR/MW_e,upper,2050,11.590762626200002,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,ctrl,2015,7.05016112034,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,ctrl,2020,6.86938775828,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,6.677980669040001,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,5.9017185849,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,lower,2020,5.8379162218200005,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,upper,2020,8.177336201420001,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,lower,2050,4.23222341764,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (equipment) [MEUR/MW_e],MEUR/MW_e,upper,2050,7.305370572660001,N,"Assuming LOT-based tendering of electromechanical equipment. EPC contracting is expected at unchanged or slightly higher cost (0-10%), provided only construction is included in the EPC contract..",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,ctrl,2015,4.285392053540001,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,ctrl,2020,4.179054781740001,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,ctrl,2030,3.8919441478800008,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,ctrl,2050,3.4240601519600005,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,lower,2020,3.55166487812,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,upper,2020,4.80644468536,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,lower,2050,2.5733619775600003,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Nominal investment (installation) [MEUR/MW_e],MEUR/MW_e,upper,2050,4.285392053540001,M,Installation includes civils works (including waste bunker) and project cost,1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2015,27.52008594184,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2020,27.52008594184,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2030,26.988399582840003,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,ctrl,2050,26.265306134600003,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,lower,2020,23.415467250360003,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,upper,2020,31.69914072358,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,lower,2050,19.74683137326,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Variable O&M (*total) [EUR/MWh_e],EUR/MWh_e,upper,2050,32.815682077480005,K,"Variable O&M cost includes consumables (for FGT etc.), disposal of residues, small share of staff-cost and maintenance cost. Cost for disposal of recovered flue gas condensate is included at a rate of 1.0 EUR/tonne of condensate. Electricity  consumption is not included for CHP, and revenues from sale of electricity  and heat are not included. Taxes are not included.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2015,451933.40515000006,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2020,437046.187098,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2030,406208.37827600003,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,ctrl,2050,348786.25150400004,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,lower,2020,371117.07858200005,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,upper,2020,508292.159204,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,lower,2050,257336.19775600004,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Financial data,Fixed O&M (*total) [EUR/MW_e/y],EUR/MW_e/y,upper,2050,433856.06894400006,L,"Fixed O&M include amongst other things the major part of staffing and maintenance, analyses, research and development, accounting, insurances, fees, memberships, office. Not included are finance cost, depreciation and amortisation.",1,"Rambøll present work, range of WtE-projects"
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,ctrl,2015,0.802988,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,ctrl,2020,0.802988,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,ctrl,2030,0.800869,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,ctrl,2050,0.804933,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,lower,2020,0.77,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,upper,2020,0.86,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,lower,2050,0.74,"[A, B, C]",,,
"Technology Data for Generation of Electricity and District Heating, v0018",technology_data_for_el_and_dh_-_0018.xlsx,"08 WtE CHP, Small",Waste CHP - back pressure - waste - small,Technology-specific data,"Heat efficiency (net, annual average) []",,upper,2050,0.88,"[A, B, C]",,,
