catalogue,source_file,ws,Technology,cat,par,unit,est,year,val,note,note_text,ref,ref_text
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Fixed O&M [% of Total investment/year),% of Total investment/year),ctrl,2050,1,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Fixed O&M [% of Total investment/year),% of Total investment/year),Lower,2025,1,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Fixed O&M [% of Total investment/year),% of Total investment/year),Upper,2025,3,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Fixed O&M [% of Total investment/year),% of Total investment/year),Lower,2050,0.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Fixed O&M [% of Total investment/year),% of Total investment/year),Upper,2050,2,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,ctrl,2025,2,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,ctrl,2030,1.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,ctrl,2035,1.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,ctrl,2040,1.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,ctrl,2050,1.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,Lower,2025,1,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,Upper,2025,3,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,Lower,2050,0.05,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Financial data,Variable O&M [% of Total investement/year],% of Total investement/year,Upper,2050,2.5,G,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,ctrl,2025,500,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,ctrl,2030,3000,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,ctrl,2035,3000,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,ctrl,2040,3000,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,ctrl,2050,3000,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,Lower,2025,400,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,Upper,2025,500,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,Lower,2050,400,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Tank volume of example [m3],m3,Upper,2050,4000,N,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2025,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2030,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2035,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2040,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",ctrl,2050,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Lower,2025,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Upper,2025,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Lower,2050,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,"Typical temperature difference in storage [hot/cold, K]","hot/cold, K",Upper,2050,300,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,ctrl,2025,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,ctrl,2030,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,ctrl,2035,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,ctrl,2040,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,ctrl,2050,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,Lower,2025,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,Upper,2025,550,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,Lower,2050,250,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,Steam temperature [°C],°C,Upper,2050,550,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,ctrl,2025,800,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,ctrl,2030,1500,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,ctrl,2035,1500,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,ctrl,2040,1500,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,ctrl,2050,1500,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,Lower,2025,400,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,Upper,2025,500,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,Lower,2050,400,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,footprint of plant [m2],m2,Upper,2050,1700,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,ctrl,2025,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,ctrl,2030,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,ctrl,2035,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,ctrl,2040,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,ctrl,2050,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,Lower,2025,3,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,Upper,2025,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,Lower,2050,3,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,143b Molten salt Carnot battery,Carnot battery,Technology-specific data,hours of discharge [hours],hours,Upper,2050,24,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Form of energy stored,,ctrl,2020,Chemical,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Form of energy stored,,ctrl,2030,Chemical,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Form of energy stored,,ctrl,2040,Chemical,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Form of energy stored,,ctrl,2050,Chemical,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Application,,ctrl,2020,System,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Application,,ctrl,2030,System,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Application,,ctrl,2040,System,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Application,,ctrl,2050,System,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Energy storage capacity for one unit [MWh],MWh,ctrl,2020,1100,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Energy storage capacity for one unit [MWh],MWh,ctrl,2030,1100,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Energy storage capacity for one unit [MWh],MWh,ctrl,2040,1100,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Energy storage capacity for one unit [MWh],MWh,ctrl,2050,1100,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Output capacity for one unit [MW],MW,ctrl,2020,6600,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Output capacity for one unit [MW],MW,ctrl,2030,6600,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Output capacity for one unit [MW],MW,ctrl,2040,6600,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Output capacity for one unit [MW],MW,ctrl,2050,6600,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Input capacity for one unit [MW],MW,ctrl,2020,2200,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Input capacity for one unit [MW],MW,ctrl,2030,2200,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Input capacity for one unit [MW],MW,ctrl,2040,2200,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Energy/technical data,Input capacity for one unit [MW],MW,ctrl,2050,2200,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Specific investment [M€/MWh],M€/MWh,ctrl,2020,0.00023655652019999998,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Specific investment [M€/MWh],M€/MWh,ctrl,2030,0.00023655652019999998,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Specific investment [M€/MWh],M€/MWh,ctrl,2040,0.00023655652019999998,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Specific investment [M€/MWh],M€/MWh,ctrl,2050,0.00023655652019999998,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,"Installation, equipment, manhours [M€/MWh]",M€/MWh,ctrl,2020,2.6066834181818175e-06,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,"Installation, equipment, manhours [M€/MWh]",M€/MWh,ctrl,2030,2.6066834181818175e-06,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,"Installation, equipment, manhours [M€/MWh]",M€/MWh,ctrl,2040,2.6066834181818175e-06,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,"Installation, equipment, manhours [M€/MWh]",M€/MWh,ctrl,2050,2.6066834181818175e-06,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Fixed O&M [€/MW/year],€/MW/year,ctrl,2020,1.2698272079999997,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Fixed O&M [€/MW/year],€/MW/year,ctrl,2030,1.2698272079999997,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Fixed O&M [€/MW/year],€/MW/year,ctrl,2040,1.2698272079999997,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Fixed O&M [€/MW/year],€/MW/year,ctrl,2050,1.2698272079999997,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Variable O&M [€/MWh],€/MWh,ctrl,2020,-,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Variable O&M [€/MWh],€/MWh,ctrl,2030,-,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Variable O&M [€/MWh],€/MWh,ctrl,2040,-,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Financial data,Variable O&M [€/MWh],€/MWh,ctrl,2050,-,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Plant for cavern leaching [M€],M€,ctrl,2020,10.52766,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Plant for cavern leaching [M€],M€,ctrl,2030,10.52766,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Plant for cavern leaching [M€],M€,ctrl,2040,10.52766,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Plant for cavern leaching [M€],M€,ctrl,2050,10.52766,,,,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Construction work [M€],M€,ctrl,2020,2.995130043538293,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Construction work [M€],M€,ctrl,2030,2.995130043538293,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Construction work [M€],M€,ctrl,2040,2.995130043538293,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Construction work [M€],M€,ctrl,2050,2.995130043538293,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Compressors, incl. Auxiliaries [M€]",M€,ctrl,2020,32.047891465859735,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Compressors, incl. Auxiliaries [M€]",M€,ctrl,2030,32.047891465859735,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Compressors, incl. Auxiliaries [M€]",M€,ctrl,2040,32.047891465859735,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Compressors, incl. Auxiliaries [M€]",M€,ctrl,2050,32.047891465859735,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Udtrækstog [M€],M€,ctrl,2020,13.777598200276147,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Udtrækstog [M€],M€,ctrl,2030,13.777598200276147,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Udtrækstog [M€],M€,ctrl,2040,13.777598200276147,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Udtrækstog [M€],M€,ctrl,2050,13.777598200276147,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Withdrawal equipment [M€],M€,ctrl,2020,4.792208069661268,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Withdrawal equipment [M€],M€,ctrl,2030,4.792208069661268,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Withdrawal equipment [M€],M€,ctrl,2040,4.792208069661268,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,Withdrawal equipment [M€],M€,ctrl,2050,4.792208069661268,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Connections, transformer, regulation, and instruments [M€]",M€,ctrl,2020,13.478085195922317,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Connections, transformer, regulation, and instruments [M€]",M€,ctrl,2030,13.478085195922317,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
"Technology Data for Energy Storage, v0011",technology_datasheet_for_energy_storage_-_0011.xlsx,150 Underground Storage of Gas,Natural gas storage underground ,Technology-specific data,"Connections, transformer, regulation, and instruments [M€]",M€,ctrl,2040,13.478085195922317,A,"Process equipment; injection 200,000 Nm3/hour (approx. 2200 MW), withdrawal 600,000 nM3/hour (approx. 6600 MW)",,
